URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://gen.kanta.fi/kanta-provenance-agent-role,2.0.0-rc2,draft,,,Example value set for provenance roles,"This example value set contains the systems that can be used for agent roles in Kanta profiles",,"Other"
https://hl7.fi/fhir/finnish-base-profiles/ValueSet/fi-base-register-identifier,2.0.0-rc2,draft,,FiBaseRegisterIdentifier,Finnish ValueSet for systems of registry specifiers,"This value set contains the systems that can be used to identify the registry specifier for information custodianship.",,"Other"
https://hl7.fi/fhir/finnish-base-profiles/ValueSet/fi-base-restriction-parent-vs,2.0.0-rc2,draft,,FiBaseRestrictionParentVS,fi-base-restriction-parent-vs,"Value set, jota käytetään ilmoittamaan, saako alaikäisen tietoja luovuttaa huoltajille. Value set sisältää koodiston THL - Alaikäisen potilastietojen luovuttaminen huoltajille arvot 1-4.",,"Other"
https://hl7.fi/fhir/finnish-base-profiles/ValueSet/fi-base-security-label-vs,2.0.0-rc2,draft,,FiBaseSecurityLabelVS,Finnish ValueSet for security labels in accordance with finnish authorities,"This is the ValueSet for security labels in accordance with finnish authorities.",,"Internal"
