URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/appointmentstatus,4.0.1,draft,"2.16.840.1.113883.4.642.3.484",AppointmentStatus,AppointmentStatus,"The free/busy status of an appointment.","ConceptMap/ajanvarauksentila-appointmentstatus,ConceptMap/appointmentstatus-ajanvarauksentila","hl7.fhir.r4.core"
