URL,Version,Status,OIDs,Name,Title,Description,Used
https://hl7.fi/fhir/finnish-base-profiles/CodeSystem/fi-base-security-label-cs,2.0.0-rc1,draft,,FiBaseSecurityLabelCS,Finnish CodeSystem for security labels,"This is the CodeSystem for security labels in accordance with finnish authorities.","ValueSet/fi-base-security-label-vs"
