URL,Version,Status,OIDs,Name,Title,Descriptino,Used
https://hl7.fi/fhir/finnish-base-profiles/CodeSystem/fi-base-security-label-cs,1.0.0,active,,FiBaseSecurityLabelCS,Finnish CodeSystem for security labels,"This is the CodeSystem for security labels in accordance with finnish authorities.",
